Reviewer,Review,Rating,Expense,Type
Zeeshan Sheikh,"Amazing food, superb service, the kunafa is amazing here!",3 stars,moderate,Mughlai restaurant
Shubham Gorule,"Taste is good , but service is superrrrrr slowww",2 stars,moderate,Mughlai restaurant
Aakash Kp,"There was a mix up in the order given and that ruined the experience, the glasses smelled raw meat.",2 stars,moderate,Mughlai restaurant
Pratik Bagade,Food is good.. dhamaka chicken is best,5 stars,moderate,Mughlai restaurant
Akshay Pawar,Best Non-veg and seafood restaurant in town !,4 stars,moderate,Mughlai restaurant
pranay Patil,Nice ambiance.. nice taste.. Good quantity.,4 stars,moderate,Mughlai restaurant
Sameer Khan,Poor service staff not friendly if compare this branch to Mumbra’s branch of Ahmed bhai these people are far behind,1 star,moderate,Mughlai restaurant
Hema Patil,Food is awesome.. wash room facility must improve,3 stars,moderate,Mughlai restaurant
Javed Ahmed,Good for non veg in navi Mumbai but costly.,4 stars,moderate,Mughlai restaurant
Bobin Samba,Nice,5 stars,moderate,Mughlai restaurant
Abhilash Kuttisankaran,Best place for authentic mughlai food in navi mumbai,5 stars,moderate,Mughlai restaurant
nihal chirayath,Love the sweet here especially fresh Gulab Jamun and rabdi .,4 stars,moderate,Mughlai restaurant
Irfan Mansuri,Good food halal restaurant in Nerul Navi Mumbai,5 stars,moderate,Mughlai restaurant
JYOTIRMAY HALDER,"Interior design was so nice....
Even food was too good",5 stars,moderate,Mughlai restaurant
Lakshminarayana Kamble,Non veg items r good at reasonable prices,4 stars,moderate,Mughlai restaurant
Ayesha Kazi,Don't know about Ahmed bhai.. but food was delicious. ❤,4 stars,moderate,Mughlai restaurant
Rakesh,Good non veg restaurant in navi mumbai.,4 stars,moderate,Mughlai restaurant
Alibhai Attarwala,They would rather make you get up of the table for their friends ..even if you are sitting with your family.,3 stars,moderate,Mughlai restaurant
shariq sayyed,Good place nice food and test is amazing,5 stars,moderate,Mughlai restaurant
shaikh ahfaaz,Best hotel ahmad bhai,5 stars,moderate,Mughlai restaurant
Abhy Patel,Awesome food great for groups as well as family.,4 stars,moderate,Mughlai restaurant
Tastes of Life,Delicious food. I prefer anytime and everytime.,5 stars,moderate,Mughlai restaurant
zoya saad Simra,Food was nyc  but the cleaning wasn't good at all the place was stinking a little,3 stars,moderate,Mughlai restaurant
Jibu Shaji mathew,Good ambiance and butter chicken is something you must try!,4 stars,moderate,Mughlai restaurant
swami mehra,Tandoori is great... But someone tell them reshmi tikka is not sweat 😢 …,3 stars,moderate,Mughlai restaurant
Gopal Pathak,Great kabab rolls. But too slow in service.,4 stars,moderate,Mughlai restaurant
Prathmesh T Gunjal,A great place to eat Arabic style food.,5 stars,moderate,Mughlai restaurant
sameer mir,Amazing Food .. Super Cosy Ambience..,5 stars,moderate,Mughlai restaurant
Zaki Pirzada,Very good ambience. Excellent food quality.,5 stars,moderate,Mughlai restaurant
chris gomez,Good food reasonably priced overall good,4 stars,moderate,Mughlai restaurant
Dr Vinay,The place is ultimately good for non veg lover,4 stars,moderate,Mughlai restaurant
Navinchandra Joshi,Good for kebabs and tasty..,5 stars,moderate,Mughlai restaurant
Akshay Pure,Tried boom boom chicken.. but is was nothing but large dish of chicken 65 served on sizzling plate. Try something else.,3 stars,moderate,Mughlai restaurant
Pavan Jadhav,its good.its full murg masallam is must,4 stars,moderate,Mughlai restaurant
m singh,Nice place to enjoy fresh non veg not preservatives,4 stars,moderate,Mughlai restaurant
Kaynat Sayed,Food was nice but the services were very bad,2 stars,moderate,Mughlai restaurant
DHURI THE HOKAGE,Too expensive for quantity served but the taste is good,4 stars,moderate,Mughlai restaurant
prithvi hota,Hyderabadi Haleem in Mumbai.... awesome food,5 stars,moderate,Mughlai restaurant
Mohammed Babu,great taste and better service...,5 stars,moderate,Mughlai restaurant
SRK Mulani,Good,4 stars,moderate,Mughlai restaurant
Anindya Chatterji,Good food must try the murg musalam,5 stars,moderate,Mughlai restaurant
Rohan Chavan,Didn't get mutton biryani not phirni and Ac wasn't working,2 stars,moderate,Mughlai restaurant
Sagar Pashte,Good quality food with yummy taste,5 stars,moderate,Mughlai restaurant
Yusuf Chudesra,"For all those mughlai food lovers , it's a best best",4 stars,moderate,Mughlai restaurant
SWAPNIL PANCHAL,Great choice for mughlai food. Poor ambience.,3 stars,moderate,Mughlai restaurant
Vaibhav Jadhav,The taste is good and seems Authentic.,4 stars,moderate,Mughlai restaurant
Siddesh Ingawale,Very slow service,1 star,moderate,Mughlai restaurant
Sachin Gore,"Taste wise good, but not maintaing hygiene",3 stars,moderate,Mughlai restaurant
Akshay Mulik,Great taste and quality food,4 stars,moderate,Mughlai restaurant
Sakib Sakharkar,All time great... Jalebi and rubdi... Yummy 😋 …,5 stars,moderate,Mughlai restaurant
Dinkar Jadhav,It was nice & tasty non veg food..,5 stars,moderate,Mughlai restaurant
swaran Raj,Quality and taste is little bit change....must maintain,3 stars,moderate,Mughlai restaurant
Haresh Naik,It's great place for non veg people!,4 stars,moderate,Mughlai restaurant
Prathamesh Naik,I love in Mumbai and I travel to Nerul where this place is and its totally worth it.,4 stars,moderate,Mughlai restaurant
Sayed Chand,Nice food,5 stars,moderate,Mughlai restaurant
Ram Lende,Good,5 stars,moderate,Mughlai restaurant
Gaurav B,I like this place so much and been here so many times that my name is now Gulzar from Gaurav.,4 stars,moderate,Mughlai restaurant
Nafees,Awesome food. Good Ambition & Great location.,5 stars,moderate,Mughlai restaurant
santosh saxena,Rumali roti and non veg curries are excellent.,5 stars,moderate,Mughlai restaurant
Donny Dcruz,Very good food with reasonable rates,5 stars,moderate,Mughlai restaurant
Samruddhi Mhatre,Nice and delicious food.  cleanliness on point.,4 stars,moderate,Mughlai restaurant
Neeraj Yaduwanshi,"Awesome place
Low prices high quality food",5 stars,moderate,Mughlai restaurant
Abhigya Jain,This place has good environment,5 stars,moderate,Mughlai restaurant
Kshitij Thube,Have noticed a drastic decline in food quality and steep incline in the rates.,2 stars,moderate,Mughlai restaurant
yogesh shirwadkar,Food and quality is jabardast I just love it,5 stars,moderate,Mughlai restaurant
Pradeep Jaguwa,Taste and Quality is not so good as it used to be.,2 stars,moderate,Mughlai restaurant
Ishtiyaq Rumani,Food is very costly... Not worth for that high price..,3 stars,moderate,Mughlai restaurant
Ruchi thakur,Superb food but some waiters are bit rude,4 stars,moderate,Mughlai restaurant
Poonam Thombre Shirke,Very nice place n food taste is excellent,5 stars,moderate,Mughlai restaurant
aquib mukadam,Everything is fab here you can take anything by closing ur eyes..but the rates are just...😅 …,5 stars,moderate,Mughlai restaurant
Vighnesh Bhoir,Best food in town,5 stars,moderate,Mughlai restaurant
nikhil pujari,Beautiful place to enjoy with family.  Food is mind blowing....,5 stars,moderate,Mughlai restaurant
Saqib Mubarak,"Their sizzlers , khepsa and murgh musallam are amazing",5 stars,moderate,Mughlai restaurant
Sarfaraz Baghdadi,"Food quality is avg, did not enjoy tandoori dishes",3 stars,moderate,Mughlai restaurant
madhumita potdar,Best Butter Chicken in town!,5 stars,moderate,Mughlai restaurant
Ganesh Sharma,Was busy due to 31st dec.service need to be taken care.food was ok.,1 star,moderate,Mughlai restaurant
Aniqa Elahi,"Tandoori is yummy....briyani is ok....
Overall 👍 …",5 stars,moderate,Mughlai restaurant
Ayaan Skh,"Great place ,  great food ,  loved it will head back soon",5 stars,moderate,Mughlai restaurant
Shriram Salunke,Average restaurant. Hygiene can to be improved,3 stars,moderate,Mughlai restaurant
priyanka thakur,Good food but slow service,4 stars,moderate,Mughlai restaurant
Afraz Hassan,Great place for buriyanis and other Asian food,5 stars,moderate,Mughlai restaurant
Pratima Lakra,Good food but slightly on expensive side,4 stars,moderate,Mughlai restaurant
Sameed Shaikh,Food is really and testy. But item is over price.,4 stars,moderate,Mughlai restaurant
Amol Badgujar,Okay Food. Not a good ambience.,2 stars,moderate,Mughlai restaurant
Ms Ranjeet Chauhan,The best food ever...  It serves me my kind of food...,4 stars,moderate,Mughlai restaurant
Oosama Shaikh,"Very nice ambience, murg musallam was tasty.",5 stars,moderate,Mughlai restaurant
Vernon Paes,Chicken tikka with Kunafa. Best ever eaten.,5 stars,moderate,Mughlai restaurant
Saroj Kumar,Very good place to eat but pricy.,5 stars,moderate,Mughlai restaurant
Majid Ulde,It was an amazing experience. The food was delicious...,5 stars,moderate,Mughlai restaurant
Ankur Malhotra,Delight for non vegetarian.... Awesome interior's,5 stars,moderate,Mughlai restaurant
Dipti Pathare,It has the best kebabs in Navi Mumbai and malpua 😍😍 …,4 stars,moderate,Mughlai restaurant
Ronak Aliakbar,Food was good and reasonably priced,5 stars,moderate,Mughlai restaurant
Rishikesh Patil,"Nice ambiance good food
Family restraunt",4 stars,moderate,Mughlai restaurant
Parvez Sayyed,Check the place where they prepare the food. Not the kitchen.,1 star,moderate,Mughlai restaurant
Shenz Iyer,The whole place stinked so we didn't even sit to order food.,1 star,moderate,Mughlai restaurant
Debina Thomas,Amazing food ....mutton biryani is amazingly delicious,5 stars,moderate,Mughlai restaurant
divya singh,You can get best biryani here,5 stars,moderate,Mughlai restaurant
Hunain Adhikari,Food was served very late and it wasnt even hot.,2 stars,moderate,Mughlai restaurant
vinod tiwari,Can provide start starter's early instead of 8 pm as it starts at 7pm,4 stars,moderate,Mughlai restaurant
shree sawant,Great mughlai food and cozy ambience,4 stars,moderate,Mughlai restaurant
Vishal Dolas,"# I really like your interior and , your food is so yammm🤤😋 …",4 stars,moderate,Mughlai restaurant
unique infosys,Good spot in nerul east for mughlai food lovers,4 stars,moderate,Mughlai restaurant
Faraaz Ansari,Very good place for non veg food,5 stars,moderate,Mughlai restaurant
Shilpa Krishnan,Nice food and decent price,4 stars,moderate,Mughlai restaurant
Shadab Khatri,Food is tasty..but its costly..Quantity wize..Quantity is too less..,4 stars,moderate,Mughlai restaurant
Ankur Jaiswal,Awesome please handout with friends. Delicious food.,5 stars,moderate,Mughlai restaurant
Yash Raut,Nice and cozy place to have meal with family and friends,4 stars,moderate,Mughlai restaurant
Sourabh K,Best non vegetarian food available in Navi Mumbai,4 stars,moderate,Mughlai restaurant
Nabil kable,Lovely place to eat and hangout good for birthday parties,5 stars,moderate,Mughlai restaurant
Harshad Asodekar,Nice ambience with quality nonveg food,4 stars,moderate,Mughlai restaurant
Atif Khan,"Too costly. service as worse as it could be.
A lot of menu options though",2 stars,moderate,Mughlai restaurant
Ismail Manchekar,"Food is good, but ambience is not.",3 stars,moderate,Mughlai restaurant
Pramod G,Awesome food and service....nice place..,4 stars,moderate,Mughlai restaurant
Pankaj Manihar,Small place but good food,3 stars,moderate,Mughlai restaurant
Keval Patil Keishazi,"In my opinion, nice taste. Just surrounding maybe bit uncomfortable for some.",3 stars,moderate,Mughlai restaurant
pushkar wakekar,Tastes good need a  bit of improvement in service,4 stars,moderate,Mughlai restaurant
Siddhi Parab,Great place. Great service. Beautiful ambience,4 stars,moderate,Mughlai restaurant
Nishant Sharma,Only quality food with no show-off...,5 stars,moderate,Mughlai restaurant
Zeenat Mongal,The food was good specially the boom boom chicken,4 stars,moderate,Mughlai restaurant
mohd tanweer,Good food but poor service.,3 stars,moderate,Mughlai restaurant
RAJ MISHRA,"Good taste, but a bit above average price",4 stars,moderate,Mughlai restaurant
Gulab Khilnani,Nice food and quantity was also sufficient,5 stars,moderate,Mughlai restaurant
Sanjay Yadav,Nice mouth watering biryan's and kabab,4 stars,moderate,Mughlai restaurant
Rajeev Mohabe,"Ok kind of place, taste is ok, not exceptional.",3 stars,moderate,Mughlai restaurant
Shadab Khan,The quality is worsened and it's too costly for the food we are getting,2 stars,moderate,Mughlai restaurant
Ashwin Dinesh,"Food is good, need more service guys.",4 stars,moderate,Mughlai restaurant
Dr. Bilal Jassani,Good Place for Lunch... Calm environment,5 stars,moderate,Mughlai restaurant
DEEP NAIK,Excellent place. And the rabdi there is love.,5 stars,moderate,Mughlai restaurant
Anjan Rao,"Good ambience, tasty mughlai food.",5 stars,moderate,Mughlai restaurant
Partha Mukherjee,Very good reataurant for mughlai foods.,5 stars,moderate,Mughlai restaurant
ganesh So,It was amazing i went with my family & we enjoyed a lot❤,5 stars,moderate,Mughlai restaurant
Akshay Ghai (Gaming Reboot),Awesome food specially nalli Nihari,5 stars,moderate,Mughlai restaurant
Varad Gunjkar,great food and quality. quantity is great.,5 stars,moderate,Mughlai restaurant
Anil Pandey,Nice place to have food but....service is late..have to improve,3 stars,moderate,Mughlai restaurant
Ravindra Singh,Food is delicious. Service is poor.,5 stars,moderate,Mughlai restaurant
Serif Hasan,Nice food and service,5 stars,moderate,Mughlai restaurant
Uday kishan Vemula,Excellent food...be it chicken or mutton or a dessert,5 stars,moderate,Mughlai restaurant
Pooja Gaat,"Food is good, ambience not good",3 stars,moderate,Mughlai restaurant
Summi Bhosle,Food is amazing here.,5 stars,moderate,Mughlai restaurant
Draxayani Bk,Food is nice,4 stars,moderate,Mughlai restaurant
tejas shah,"It's an non veg restaurant, its open till mid night",3 stars,moderate,Mughlai restaurant
