Reviewer,Review,Rating,Expense,Type
pravin pawar,Good place good food but very costly,4 stars,expensive,Barbecue restaurant
nagesh talar,Good place to celebrate birthdays little expensive but good for occasional visit,5 stars,expensive,Barbecue restaurant
Malay Jikar,Superb place for hangout and delicious food with good service.,4 stars,expensive,Barbecue restaurant
Abdul Basit Bebal,Awesome as always. The starter and dessert are up to the quality,5 stars,expensive,Barbecue restaurant
Arpit Johari,Best at what they do.. all you can eat and in best quality!,4 stars,expensive,Barbecue restaurant
Aniqa Elahi,Very nice ambience  nic and tasty food with complimentary cocktails,5 stars,expensive,Barbecue restaurant
prasad sakpal,Poor service. We had to request the waiters a lot to bring the desired starters even though we visited the place on a weekday,3 stars,expensive,Barbecue restaurant
vidya kondalkar,"The experience in nerul is very bad as the seats were not available nor the staffs have
Try to make any arrangements",1 star,expensive,Barbecue restaurant
SHAILENDRA TIWARI,Nice place to visit. Very nice food n ambience,5 stars,expensive,Barbecue restaurant
parveen Syed,"Awesome place to celebrate ur birthday n functions
Service was excellent",5 stars,expensive,Barbecue restaurant
Vinay Thoke,Awesome value for money good food and starters rock,4 stars,expensive,Barbecue restaurant
Aditya Dubey,Best Bbq ever and the summer treats are amazing especially Oreo kulfi,5 stars,expensive,Barbecue restaurant
Shantanu Potdar,Best bbq place in Navi mumbai. Amazing variety of starters. Best service.,5 stars,expensive,Barbecue restaurant
hemant pawar,Awesome Foods quality a service Done By Mr. Veer,5 stars,expensive,Barbecue restaurant
Chiranjeevi Vamsi Kiran Lakey (LV),The starters were delicious. The overall presentation Very Good.,5 stars,expensive,Barbecue restaurant
abhishek raj,Awesome food,4 stars,expensive,Barbecue restaurant
Jagruti Desai,Superb service,5 stars,expensive,Barbecue restaurant
chris mascarenhas,Best place but one must visit empty stomach.,5 stars,expensive,Barbecue restaurant
Vrushali Padole,"Good service, food is amazing.must visit",4 stars,expensive,Barbecue restaurant
Divyesh Dagli,Delicious food n nice place to hang around,5 stars,expensive,Barbecue restaurant
Dipesh Yadav,"Great experience, great food,
Nice place to weekend hangout",4 stars,expensive,Barbecue restaurant
Sarang Anekar,Naaaaice! Too many options yet some or the other is left to eat,5 stars,expensive,Barbecue restaurant
Petson Chirangara,Good restaurant for buffet. Make it worth your cash and make sure to eat enough,3 stars,expensive,Barbecue restaurant
Khalid Khan,The locality of this barbeque nation is much good n food is fantastic all the time.,5 stars,expensive,Barbecue restaurant
Akash Kulkarni,"No need to say anything! Awesome ambiance, terribly tasty BBQ kababs! 😉😍👌🏼 …",5 stars,expensive,Barbecue restaurant
Pramod Jadhav,"Wonderful experience , efficient , active, cooperative & hospitality oriented staff. Thanks.",5 stars,expensive,Barbecue restaurant
Suja George,"Good food, great ambience, value for money.",5 stars,expensive,Barbecue restaurant
Thomas Kronqvist,"Starters are delicious, remember as foreigner to ask for less spicy or zero spices 😀 …",5 stars,expensive,Barbecue restaurant
Abhishek Bhatia,"Great array of food,excellent quality, great service",5 stars,expensive,Barbecue restaurant
Arif Sayyad,Food quality and good service,4 stars,expensive,Barbecue restaurant
Lakshminarayan Pillai,"It was a OK place , food is OK , ambience is OK , staff is OK ...But price is good ...",3 stars,expensive,Barbecue restaurant
Neeraj Pande,One of the best experience for FOOD LOVERS especially Non Vegetarians.,4 stars,expensive,Barbecue restaurant
Suresh Israni,excellent service food quality too good,4 stars,expensive,Barbecue restaurant
Sankaranarayan Iyer,"Just visited... Restaurant is empty, staff claims all tables are reserved and say a waiting time of 90 minutes!!! Try and beat that",1 star,expensive,Barbecue restaurant
Priyanko Banerji,Good Hospitality and great food specially on week days.,4 stars,expensive,Barbecue restaurant
A,"Nice setting, have open terrace option for sitting and good service",4 stars,expensive,Barbecue restaurant
N Kumar,"I have always liked this place but today the service was not upto mark...  I am sure, its a one off...",3 stars,expensive,Barbecue restaurant
anand ekka,"Just love the ambience, spread and service, perfect for family outings",5 stars,expensive,Barbecue restaurant
Aseem Saroop,Excellent non veg barbecue food. Try barbecued pineapple and paan kulfi,5 stars,expensive,Barbecue restaurant
Jollies10,It is the best place if you have a great appetite.,5 stars,expensive,Barbecue restaurant
Ali Thakur,Great Taste but Ambience has been worn out and needs renovation.,4 stars,expensive,Barbecue restaurant
Asif Dange,Nice place. Good food and amazing deserts.,5 stars,expensive,Barbecue restaurant
Soumyadipta,Great service and food. I am going there again.,5 stars,expensive,Barbecue restaurant
jaideep tungare,Simply loved it. Staff is very attentive and helpful.,5 stars,expensive,Barbecue restaurant
Sheryl R,"Yummy food...warm, welcoming and good service.",5 stars,expensive,Barbecue restaurant
Somesh Musunuri,BBQ is surely a one time visit with your near friends and try out all the varieties.. go for a lunch during a weekday for cheaper options,5 stars,expensive,Barbecue restaurant
AbhiShake,It's good but can't match the level of the other outlets,3 stars,expensive,Barbecue restaurant
Onkar Khanolkar,Go only for the starters. The quality and variety of the main course has deteriorated and lessened respectively over time.,4 stars,expensive,Barbecue restaurant
D Sk,Cheap food. You'll definitely vomit after eating the food coz it's all sitting there since the morning,1 star,expensive,Barbecue restaurant
Rahul Pawar,Its great place to treat your friends and have a small celebrations,5 stars,expensive,Barbecue restaurant
Rushikesh Phadtare,Had Nonveg buffet. After few arounds you get bored. Everyone should experience it once.,3 stars,expensive,Barbecue restaurant
Kumud Bisoi,Love the ambience and food. Must try is corn crispy.,5 stars,expensive,Barbecue restaurant
Rishi Gupta,"Good ambience, food and staffs are very polite.",4 stars,expensive,Barbecue restaurant
niloufer contractor,"Good ambience, good starters n pan flavoured kulfi was very good.",3 stars,expensive,Barbecue restaurant
Fammy Jammy,Superb family celebration Place with excellent food and great prompt Service,5 stars,expensive,Barbecue restaurant
Ankita singh,They should add some more variety in starters and should make main course better.,3 stars,expensive,Barbecue restaurant
Franky Mohapatra,Awesome. Service excellent. Food delicious,5 stars,expensive,Barbecue restaurant
Big critic,Starters r jst amazing.. Love aalo tikka in mayonnaise.,3 stars,expensive,Barbecue restaurant
SHAB,"Superb ambience,  excellent starter n dessert, excellent service",5 stars,expensive,Barbecue restaurant
Jitendra Singh Jadon,Nice place for team lunch/dinner,4 stars,expensive,Barbecue restaurant
Jasmeet Bedi,Love the food. Check the ratecard for the day before booking,5 stars,expensive,Barbecue restaurant
Aakash Singhal,"Best Buffet in town.
Variety food.
Around 1000/- per person.",4 stars,expensive,Barbecue restaurant
Meghraj Shreekhande,Food quality was and service was also fast,5 stars,expensive,Barbecue restaurant
Rahul Pol,Must visit.. Best place for family and get together.. I love BBQ,5 stars,expensive,Barbecue restaurant
Prakash Pande,Very good experience. enjoyed the food.,4 stars,expensive,Barbecue restaurant
shaikh faisal,Good varieties of non veg dishes but not good taste,4 stars,expensive,Barbecue restaurant
Nevin Dsouza,"The service was ok, but the starters / food Not fresh. Over all",2 stars,expensive,Barbecue restaurant
Rohit Ganeshan,Quality of veg as well as non veg starters was below par when compared to other outlets of barbeque nation,3 stars,expensive,Barbecue restaurant
varsha ghodki,Nice service. veg starter varieties should be increased.,4 stars,expensive,Barbecue restaurant
Tawfiq Shaikh,"Excellent service, foods n drinks, overall excellent hospitality.",5 stars,expensive,Barbecue restaurant
Saraswati Komindra,"Service by mr suraj was excellent, very coopertive staff.",5 stars,expensive,Barbecue restaurant
Sandeep Thakur,"Unlimited good variety of kebabs and food at reasonable coat. ""Garibonki Kebab Factory"".",4 stars,expensive,Barbecue restaurant
Akbar Juvale,"Fantastic food, good staff.  And good service",5 stars,expensive,Barbecue restaurant
shraddhesh manjrekar,Great place to have nveg fud n starters best in its classss,5 stars,expensive,Barbecue restaurant
Baqir Khanwala,I am a regular at barbeque nation excellent service and taste,5 stars,expensive,Barbecue restaurant
Mukesh Sharma,"Good place, ambience was nice, love the food",5 stars,expensive,Barbecue restaurant
Srinjoy Roy,"Very good service, food and hospitality!!!",5 stars,expensive,Barbecue restaurant
Sumaiya Syed,"It was good, but bandra bbq is the best!!",4 stars,expensive,Barbecue restaurant
Manas Wakaskar,Really good food especially the attractive and delicious starters,5 stars,expensive,Barbecue restaurant
Nitin kumar,"Nice food, ambience and overall good to go.",5 stars,expensive,Barbecue restaurant
ajit bhusagare,"You should go hungry,  it's  a superb place for good eaters.",5 stars,expensive,Barbecue restaurant
Anil Ahluwalia,Great place and lot of food .Right place for foodies,4 stars,expensive,Barbecue restaurant
Surendra Madane,"Nice taste, nice place for non vegetarians",5 stars,expensive,Barbecue restaurant
Chaitanya DR,"Food is really good, but main course lacks the punch, the starters are the best",4 stars,expensive,Barbecue restaurant
GOMS,Lot of starters. If you don't stop then you can't taste main course.,4 stars,expensive,Barbecue restaurant
Purty Gowda,Good ambience n choice of meals.. Buffet or a la carte.,5 stars,expensive,Barbecue restaurant
Tanushree Das,Did not like the taste of the food. But friendly staff,3 stars,expensive,Barbecue restaurant
Yadnesh Darshi,"Awesome Place For Corporate Parties....

Full Paisa Vasool",5 stars,expensive,Barbecue restaurant
swapnil sawant,"The service they provided is very very good..

I loved it",5 stars,expensive,Barbecue restaurant
Amit M,Exceptional customer service... awesome food to support it,5 stars,expensive,Barbecue restaurant
Harshita Singh,Great Experience,5 stars,expensive,Barbecue restaurant
Aman Gusain,Good experience.. focus more on starters and dessert,4 stars,expensive,Barbecue restaurant
Swati Bhushan,Excellent,5 stars,expensive,Barbecue restaurant
Ninad Bhande,Great food and great staff! Loved it. 👍 …,4 stars,expensive,Barbecue restaurant
Rajesh Singh,Nice service ....delicious cousins fantastic for family gathering,5 stars,expensive,Barbecue restaurant
Yogita Chaudhuri,Good food. Had a visit into the kitchen as well.,4 stars,expensive,Barbecue restaurant
Divya,Good,4 stars,expensive,Barbecue restaurant
Omkar Verma,Very good place with family and friends. Loved it a lot.,5 stars,expensive,Barbecue restaurant
Jitendra Singh,"Good food, Nice Service, excellent menu",5 stars,expensive,Barbecue restaurant
Amit Maheshwari,Worst food quality.. Will not recommend,1 star,expensive,Barbecue restaurant
ARNAB ROY,"Good food, Ambiance too noisy.",3 stars,expensive,Barbecue restaurant
Pawar p,Food is ok......not very much tastey,3 stars,expensive,Barbecue restaurant
ROMESH CHANDRA,Excellent food and very humble staff.,4 stars,expensive,Barbecue restaurant
Vikash Shelke,Good.. but book table before you go.,4 stars,expensive,Barbecue restaurant
Parag Mazumder,"Wow, superb place to chill out with some great grills , pl come here",5 stars,expensive,Barbecue restaurant
Mariya Dawe,"Tastiest food, lovely ambience... Great times",5 stars,expensive,Barbecue restaurant
